image,occlusion,cited_drop,control_drop,n_features,dataset,effect_over_control
MHIST_aif.png,blur,0.17601446310679117,0.22119762798150377,3,MHIST,-0.045183164874712606
MHIST_aif.png,mean,0.1577622294425964,0.22711685051520658,3,MHIST,-0.06935462107261017
MHIST_aim.png,black,0.29334263006846106,0.33520005991061524,3,MHIST,-0.04185742984215418
MHIST_aim.png,blur,0.266278733809789,0.31450518121321996,3,MHIST,-0.04822644740343096
MHIST_aim.png,mean,0.26108364264170325,0.30749629636605574,3,MHIST,-0.04641265372435249
MHIST_ain.png,black,0.153895358244578,0.33248723993698753,3,MHIST,-0.17859188169240953
MHIST_ain.png,blur,0.13090475400288895,0.12903742094834644,3,MHIST,0.0018673330545425082
MHIST_ain.png,mean,0.21827673912048337,0.2762336800495783,3,MHIST,-0.05795694092909495
MHIST_ais.png,black,0.24396383762359614,0.24000513702630988,2,MHIST,0.003958700597286258
MHIST_ais.png,blur,0.2324937880039215,0.2310679048299789,2,MHIST,0.0014258831739425992
MHIST_ais.png,mean,0.2690418362617492,0.23035656958818435,2,MHIST,0.038685266673564866
MHIST_ajc.png,black,0.21826523542404172,0.1958347638448079,3,MHIST,0.022430471579233807
MHIST_ajc.png,blur,0.1261012554168701,0.17295830448468522,3,MHIST,-0.046857049067815126
MHIST_ajc.png,mean,0.14961810906728107,0.20740531682968136,3,MHIST,-0.05778720776240029
MHIST_ajd.png,black,0.20910865068435666,0.2965149488300085,2,MHIST,-0.08740629814565185
MHIST_ajd.png,blur,0.32396993041038513,0.31613792255520823,2,MHIST,0.007832007855176903
MHIST_ajd.png,mean,0.2134401798248291,0.3075289532542229,2,MHIST,-0.09408877342939381
MHIST_ajn.png,black,0.2656850914160411,0.37984411915143323,3,MHIST,-0.11415902773539216
MHIST_ajn.png,blur,0.2288585205872853,0.18923610399166738,3,MHIST,0.03962241659561794
MHIST_ajn.png,mean,0.26193078358968097,0.3067223543922106,3,MHIST,-0.04479157080252966
MHIST_ajo.png,black,0.2287489672501882,0.2670832062760989,3,MHIST,-0.03833423902591068
MHIST_ajo.png,blur,0.24313986301422116,0.24190290172894793,3,MHIST,0.0012369612852732303
MHIST_ajo.png,mean,0.20716816186904904,0.2591523776451746,3,MHIST,-0.05198421577612558
MHIST_ajp.png,black,-0.08873134851455683,-0.10267204940319057,3,MHIST,0.013940700888633736
MHIST_ajp.png,blur,-0.09520024061202999,-0.08406303922335302,3,MHIST,-0.011137201388676965
